Author:text,cleanTitle:text,Co_Author:text,f10,Institution:text,isJointPaper:text,label:text,type:text,uri:url,change:text,changedItem:text,modified:text,,Year:text,,
"Dean, Jason",The Economic Assimilation of Urban Immigrants in Canada during the Wheat Boom Era of 1896-1913,,,McGill University,,Dean2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Deltas, George",Passenger Shipping Cartels and Their Effect on Transatlantic Migration.,,,University of Illinois at Chicago,,Deltas2002,Item,http://127.0.0.1/Deltas2002,,,no,,2002,,
"Deltas, George","Cartel Organization, Price Discrimination and the Trans-Atlantic Passage, 1899-1911",,,University of Illinois,,DeltasA2012,Item,http://shawnday.com/cneh/pdfs/2012/deltas-sicotte.pdf,,,no,,2012,,
"Denton, F.",Research Possibilities Using the 1871 Manuscript,,,McMaster University,,Denton1970,Item,http://127.0.0.1/Denton1970,,,no,,1970,,
"Desharnais, Craig","The International Pacific Halibut Commission: Success and Failure in Fisheries regulation, 1928-1960.",,,,,Desharnais2000,Item,http://127.0.0.1/Desharnais2000,,,no,,2000,,
"DeVoretz, Don","Demographic and Economic Impacts of Canadian and Internal Migration, 1891 - 1921",,,Simon Fraser University,,DeVoretz1973,Item,http://127.0.0.1/DeVoretz1973,,,no,,1973,,
"DeVoretz, Don","An Econometric Model of Canadian Immigration, 1891-1914",,,Simon Fraser University,,DeVoretz1975,Item,http://127.0.0.1/DeVoretz1975,,,no,,1975,,
"DeVoretz, Don",Earnings Differentials in Canada: Some Evidence From the Unskilled-Skilled Differential Index: 1920-1960,,,Simon Fraser University,,DeVoretz1976,Item,http://127.0.0.1/DeVoretz1976,,,no,,1976,,
"DeVoretz, Don",Evidence from the Skilled-Unskilled Wage Index: 1930-1972,,,Simon Fraser University,,DeVoretz1978,Item,http://127.0.0.1/Bertram1973,,,no,,1978,,
"DeVoretz, Don","Human Capital Content of Canadian Immigration, 1963-87.",,,Simon Fraser University,,DeVoretz1989,Item,http://127.0.0.1/DeVoretz1989,,,no,,1989,,
"Dick, Trevor",A Model of Early Twentieth Century Industrial Expansion with an Application to Newsprint,,,University of Western Ontario,,Dick1973,Item,http://127.0.0.1/Dick1973,,,no,,1973,,
"Dick, Trevor","Canadian Wheat Production and Trade, 1896-1930",,,University of Toronto,,Dick1975,Item,http://127.0.0.1/Dick1975,,,no,,1975,,
"Dick, Trevor","Canada, World Markets and Arbitrage: 1896-1913",,,University of Lethbridge,,Dick1978,Item,http://127.0.0.1/Bertram1973,,,no,,1978,,
"Dick, Trevor",Balance of Payments Adjustment and the Canadian Export Boom 1896-1913,,,University of Lethbridge,,Dick1979,Item,http://127.0.0.1/Dick1979,,,no,,1979,,
"Dick, Trevor",The Canadian Balance of Payments 1900-13: Mechanisms of Adjustment,,,University of Lethbridge,,Dick1981,Item,http://127.0.0.1/Dick1981,,,no,,1981,,
"Dick, Trevor","Inequality and Economic Growth in Canada, 1870-1914",,,University of Lethbridge,,Dick1987,Item,http://127.0.0.1/Dick1987,,,no,,1987,,
"Dick, Trevor","The Worker's Standard of Living: Industrial Change in Canada, 1870-1914.",,,University of Lethbridge,,Dick1989,Item,http://127.0.0.1/Dick1989,,,no,,1989,,
"Dick, Trevor",Price Flexibility and Economic Instability in Canada.,,,University of Lethbridge,,Dick1990,Item,http://127.0.0.1/Dick1990,,,no,,1990,,
"Dick, Trevor",Canada's Commitment to Market Preserving Limited Government: In the Making from Union to Confederation.,,,,,Dick1999,Item,http://127.0.0.1/Dick1999,,,no,,1999,,
"Diebolt, Claude","Becker vs. Easterlin: Education, Fertility and Growth in France after World",,,"Montpellier, France",,Diebolt2005,Item,http://127.0.0.1/Diebolt2005,,,no,,2005,,
"Dighe, Ranjit","Business Week, the Great Depression and the Coming of Keynesianism to America",,,SUNY Oswego,,DigheA2011,Item,http://127.0.0.1/DigheA2011,,,no,,2011,,
"DiMatteo, Livio","Determinants of Wealth Holding in Wentworth County, Ontario, 1872-1882.",,,McMaster University,,DiMatteo1990,Item,http://127.0.0.1/DiMatteo1990,,,no,,1990,,
"DiMatteo, Livio",The Ontario 1892 Wealth Project.,,,Lakehead University,,DiMatteo1992,Item,http://127.0.0.1/DiMatteo1992,,,no,,1992,,
"DiMatteo, Livio","Quantitative Methods, Historical Micro-data, and the Interpretation of Canadian Economic History: An Evaluation.",,,Lakehead University,,DiMatteo1994,Item,http://127.0.0.1/DiMatteo1994,,,no,,1994,,
"DiMatteo, Livio",Wealth Accumulation in the Late 19th Century.,,,Lakehead University,,DiMatteo1995,Item,http://127.0.0.1/DiMatteo1995,,,no,,1995,,
"DiMatteo, Livio",Historical Evidence of the Demand for Life Insurance over the Life-Cycle.,,,Lakehead University,,DiMatteo1997,Item,http://127.0.0.1/DiMatteo1997,,,no,,1997,,
"DiMatteo, Livio","Wealth, the Wheat Boom and Canadian Economic Development: Evidence from Thunder Bay District Probated Estates, 1885-1914.",,,Lakehead University,,DiMatteo1999,Item,http://127.0.0.1/DiMatteo1999,,,no,,1999,,
"DiMatteo, Livio","Wealth, Inequality and Economic Change.",,,Lakehead University,,DiMatteo2002,Item,http://127.0.0.1/DiMatteo2002,,,no,,2002,,
"DiMatteo, Livio",Wealth and Aging in Canada,,,Lakehead University,,DiMatteo2003,Item,http://127.0.0.1/DiMatteo2003,,,no,,2003,,
"DiMatteo, Livio","Natural Resource Exports, Wealth Accumulation and Development in Settler",,,Lakehead University,,DiMatteo2005,Item,http://127.0.0.1/DiMatteo2005,,,no,,2005,,
"DiMatteo, Livio","Two Steps Forward, One Step Back: Women and Wealth in Ontario, 1870-1920",,,Lakehead University,,diMAtteo2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"DiMatteo, Livio",Reconciling Macro and Micro Evidence on Economic Growth in the Post Confederation Era,,,Lakehead University,,diMAtteo2009,Item,http://127.0.0.1/diMAtteo2009,,,no,,2009,,
"DiMatteo, Livio",The Evolution of Financial Intermediation: Evidence from 19th Century Ontario Microdata,,,Lakehead University,,DimatteoA2011,Item,http://127.0.0.1/DimatteoA2011,,,no,,2011,,
"DiMatteo, Livio",Tops and Bottoms: Wealth Extremes in the Late Nineteenth Century,,,Lakehead University,,DiMatteoA2012,Item,,,,no,,2012,,
"DiMatteo, Livio",All Equal in Sight of God: Religion and Economic Inequality in the Early Twentieth Century,,,Lakehead University,,DimatteoA2014,Item,,,,,,2014,,
"Dincecco, Mark",The Political Economy of Financial Good Housekeeping in Historical Perspective,,,IMT Lucca Institute,,Dincecco2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Dippel, Christian",Trade and Coercive Labour-Market Institutions in British Plantation Colonies,,,University of Toronto,,DippelA2011,Item,http://127.0.0.1/DippelA2011,,,no,,2011,,
"diQuircio, Robert","The Initial Phases of the Italian Bank's Expansion Abroad, 1900-31.",,,"European University Institute, Florence",,diQuircio1997,Item,http://127.0.0.1/diQuirico1997,,,no,,1997,,
"Doliger, Cédric","Becker vs. Easterlin: Education, Fertility and Growth in France after World",,,"Montpellier, France",,Doliger2005,Item,http://127.0.0.1/Doliger2005,,,no,,2005,,
"Dostie, Benoit",The People's Will: Referendums and Alcohol Prohibition in International Perspective,,,HEC,,DostieA2011,Item,http://127.0.0.1/DostieA2011,,,no,,2011,,
"Douglas, Catherine",The Enclosure Movement in Scotland: An Analysis of Data from the Old Statistical Account.,,,,,Douglas2000,Item,http://127.0.0.1/Douglas2000,,,no,,2000,,
"Dow, Greg",Why did progress take so long?,,,,,Dow2006,Item,http://127.0.0.1/Dow2006,,,no,,2006,,
"Drelichman, Mauricio","All That Glitters: Precious Metals, Rent Seeking and the Decline of Spain",,,University of British Columbia,,Drelichman2003,Item,http://127.0.0.1/Drelichman2003,,,no,,2003,,
"Drelichman, Mauricio","Sons of Something: Taxes, Lawsuits and Local Political Control in Sixteenth",,,University of British Columbia,,Drelichman2005,Item,http://127.0.0.1/Drelichman2005,,,no,,2005,,
"Drelichman, Mauricio",Lending to the Borrower from Hell: Lender Coalitions and Incentive Compatibility in the Age of Phillip II,,,University of British Columbia,,Drelichman2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Drelichman, Mauricio","Funding Empire: Risk, Diversification and the Underwriting of Early Modern Sovereign Loans",,,University of British Columbia,,DrelichmanA2011,Item,http://127.0.0.1/DrelichmanA2011,,,no,,2011,,
"Drummond, Ian","The Revolution in Ontario Commerce, 1867-1940",,,University of Toronto,,Drummond1985,Item,http://127.0.0.1/Drummond1985,,,no,,1985,,
"Drummond, Ian","Debt and the Union Government, 1914-1920.",,,University of Toronto,,Drummond1992,Item,http://127.0.0.1/Drummond1992,,,no,,1992,,
"Dudley, Leonard","Economic Growth in Western Europe, 1000-1990: An Evolutionary Approach.",,,Université de Montréal,,Dudley1995,Item,http://127.0.0.1/Dudley1995,,,no,,1995,,
"Dudley, Leonard",Born Again: The Carolingian Renaissance as the Rebirth of an Information System.,,,Université de Montréal,,Dudley1997,Item,http://127.0.0.1/Dudley1997,,,no,,1997,,
"Dudley, Leonard","Technology, Institutions and Destiny: North-South Divergence in Early Modern Europe and Its Implications for the Americas.",,,,,Dudley1999,Item,http://127.0.0.1/Dudley1999,,,no,,1999,,
"Duncan, K.",Farm Costs in Early Ontario,,,University of Guelph,,Duncan1981,Item,http://127.0.0.1/Duncan1981,,,no,,1981,,
"Dunlevy, James",The Links between Immigration and Trade for the US 1870-1910.,,,Miami University of Ohio,,Dunlevy1997,Item,http://127.0.0.1/Dunlevy1997,,,no,,1997,,
"Dupré, Ruth",A Politico-Economic Model of Quebec Government Spending 1867-1969,,,HEC,,Dupré1985,Item,http://127.0.0.1/Dupr%C3%83%C2%A91985,,,no,,1985,,
"Dupré, Ruth",Agricultural Policy in Quebec from 1867,,,HEC,,Dupré1987,Item,http://127.0.0.1/Dupr%C3%83%C2%A91987,,,no,,1987,,
"Dupré, Ruth",Agricultural Policy in Quebec from Confederation to the 1930's: Trying to Stop the 'Hemorrhage',,,HEC,,Dupré1989,Item,http://127.0.0.1/Dupr%C3%83%C2%A91989,,,no,,1989,,
"Dupré, Ruth","The First Case of Price Support in Quebec Agriculture: The Dairy Industry Commission, 1933-34.",,,HEC,,Dupré1990,Item,http://127.0.0.1/Dupr%C3%83%C2%A91990,,,no,,1990,,
"Dupré, Ruth",The Political Economy of Smoking Regulation.,,,HEC,,Dupré1995,Item,http://127.0.0.1/Dupr%C3%83%C2%A91995,,,no,,1995,,
"Dupré, Ruth",The Fight over Cigarette Smoking in Canada c.1900.,,,HEC,,Dupré1997,Item,http://127.0.0.1/Dupr%C3%83%C2%A91997,,,no,,1997,,
"Dupré, Ruth",Cliometrics and Canadian History: Is There a Conservation?,,,,,Dupré1999,Item,http://127.0.0.1/Dupr%C3%83%C2%A91999,,,no,,1999,,
"Dupré, Ruth",Canadians and Prohibition: An Analysis of the 1898 Referendum,,,HEC,,Dupré2005,Item,http://127.0.0.1/Dupr%C3%83%C2%A92005,,,no,,2005,,
"Dupré, Ruth","Prohibition of Alcohol and Anglo-Saxon Culture: A Comparison of the U.S., Canada, Australia, and New Zealand",,,HEC,,Dupre2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Dupré, Ruth",The People's Will: Referendums and Alcohol Prohibition in International Perspective,,,HEC,,DupréA2011,Item,http://127.0.0.1/DupréA2011,,,no,,2011,,
"Duran, Xavier",Was the First Transcontinental Railroad Expected to be Profitable? Evidence from Entrepreneurial Expectations and an Empirical Entry Decision Model,,,Northwestern University,,Duran2009,Item,http://127.0.0.1/Duran2009,,,no,,2009,,
"Dwakasing, Narly",Mergers and Acquisitions in British Banking: Forty Years of Evidence from 1885 to 1925,,,Tilburg University,,Dwakasing2009,Item,http://127.0.0.1/Dwakasing2009,,,no,,2009,,
"Dye, Alan",Governing Foreign Trade: The Effects of US Sugar Legislation on the Cuban Sugar Industry.,,,,,Dye2000,Item,http://127.0.0.1/Dye2000,,,no,,2000,,
"Dylke, Mary",Income Distribution and Recessions during the Twentieth Century: Canada and the United States Compared,,,University of Calgary,,Dylke1997,Item,http://127.0.0.1/Dylke1997,,,no,,1997,,
"Easton, S.",The Determinants of Canadian Money Wages,,,Simon Fraser University,,Easton1981,Item,http://127.0.0.1/Easton1981,,,no,,1981,,
"Eli, Shari",The Causal Effects of Losing the American Civil War,,,"York University
",,EliA2014,Item,,,,,,2014,,
"Eltis, David",The Costs of Transporting Slaves to the Caribbean: 1680-1730,,,Emory University,,Eltis2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Emery, George","A Brotherhood Makes a Business Decision: The IOOF and Sickness Insurance in Canada and the United States, 1925-31.",,,University of Western Ontario,,Emery1995,Item,http://127.0.0.1/Emery1995,,,no,,1995,,
"Emery, George",The Extent of the Canadian Labour Market 1901 to 1950.,,,University of Western Ontario,,Emery2000,Item,http://127.0.0.1/Emery2000,,,no,,2000,,
"Emery, George","Voluntary Self-Help, Self-Reliance and the Divergent Path of Compulsoey State Health Insurance in England and the United States.",,,University of Western Ontario,,Emery2002,Item,http://127.0.0.1/Emery2002,,,no,,2002,,
"Emery, J. Herb",The Financial Viability of Fraternal Sickness Insurance,,,University of British Columbia,,Emery1992,Item,http://127.0.0.1/Emery1992,,,no,,1992,,
"Emery, J. Herb","Depression, Demographic Devestation and the Decline of Fraternal Sickness Insurance: A case Study of the Independent Order of Oddfellows of British Columbia 1891-1950.",,,University of Calgary,,Emery1994,Item,http://127.0.0.1/Emery1994,,,no,,1994,,
"Emery, J. Herb",Fraternal Sickness Insurance: Young Man's or Old Man's Insurance?,,,University of Western Ontario,,Emery1997,Item,http://127.0.0.1/Emery1997,,,no,,1997,,
"Emery, J. Herb",The Role of Reciprocity in the 1911 General Election.,,,University of Calgary,,Emery1999,Item,http://127.0.0.1/Emery1999,,,no,,1999,,
"Emery, J. Herb",Economic & Social History Database & Journal,,,University of British Columbia,,Emery2003,Item,http://127.0.0.1/Emery2003,,,no,,2003,,
"Emery, J. Herb","Natural Resource Exports, Wealth Accumulation and Development in Settler",,,Calgary University,,Emery2005,Item,http://127.0.0.1/Emery2005,,,no,,2005,,
"Emery, J. Herb",Nominal Wage Rigidity in Canada: 1900 - 1950.,,,,,Emery2006,Item,http://127.0.0.1/Emery2006,,,no,,2006,,
"Emery, J. Herb","Public Pensions and the Well-Being of Seniors in Canada: Comparing Means Tested and Universal Eligibility, 1921-1970",,,University of Calgary,,Emery2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Emery, J. Herb","Downward Nominal Wage Rigidity: Evidence from Canada, 1900-1950.",,,University of Calgary,,Emery2009,Item,http://127.0.0.1/Emery2009,,,no,,2009,,
"Emery, J. Herb",Sickness Insurance vs. Self-Insurance and the Role of Precautionary Savings,,,University of Calgary,,EmeryA2011,Item,http://127.0.0.1/EmeryA2011,,,no,,2011,,
"Emery, J. Herb",Mortaging the Future or Seizing the Dangerous Moment? An Evaluation of Special Timber Licences on British Columbia's Economic Development,,,University of Calgary,,EmeryA2014,Item,,,,,,2014,,
"Engerman, Stanley","France, England and the Economic Growth of Colonial North America.",,,University of Rochester,,Engerman1997,Item,http://127.0.0.1/Engerman1997,,,no,,1997,,
"Esteves, Rui Pedro",Between Imperialism and Capitalism. European Capital Exports Before 1914.,,,,,Esteves2006,Item,http://127.0.0.1/Esteves2006,,,no,,2006,,
"Evans, L.","What Can Univariate Models Tell Us About Canadian Economic Growth, 1870-1985?",,,Victoria University,,Evans1992,Item,http://127.0.0.1/Evans1992,,,no,,1992,,
"Fenske, James",Does land-abundance explain African Development?,,,Yale University,,Fenske2009,Item,http://127.0.0.1/Fenske2009,,,no,,2009,,
"Fischer, Lewis R.","The Decline of the Bluenose Fleet: Gross Revenues & Profitability in the Atlantic Canadian Shipping Industry, 1850-1900",,,Memorial University of Newfoundland,,Fischer1984,Item,http://127.0.0.1/Fischer1984,,,no,,1984,,
"Fischer, Lewis R.","Jack Tar's Emoluments: Seamen's Wages in the Eastern Canadian Shipping Industry, 1863-1913",,,Memorial University of Newfoundland,,Fischer1985,Item,http://127.0.0.1/Fischer1985,,,no,,1985,,
"Fletcher, Erin",Share Portfolios in the Age of Financial Capitalism,,,University of Colorado,,FletcherA2011,Item,http://127.0.0.1/FletcherA2011,,,no,,2011,,
"Fletcher, Erin",The Price of a Vote: Modern Portfolio Theory and Diversification in Early 18th Century English Stock Markets,,,University of Gettysburg,,FletcherA2012,Item,,,,no,,2012,,
"Folchi, Mauricio",The Apparent Consumption of Fossil Energy as an Indicator of Modernisation in Latin America by 1925: A proposal using Foreign Trade Statistics,,,Universidad de Chile and Pompeu Fabra,,Folchi2005,Item,http://127.0.0.1/Folchi2005,,,no,,2005,,
"Fortin, Pierre",Has Quebec's Standard of Living Been Catching Up?,,,Université du Québec a Montréal,,Fortin2002,Item,http://127.0.0.1/Fortin2002,,,no,,2002,,
"Fulton, P.",The Economic Basis of Toronto and Hamilton: Early Urban Development in the 19th Century,,,University of Western Ontario,,Fulton1985,Item,http://127.0.0.1/Fulton1985,,,no,,1985,,
"Furlong, Kieran","Economic Fluctuations in Canada, 1867-1896",,,Wilfrid Laurier University,,Furlong1990,Item,http://127.0.0.1/Furlong1990,,,no,,1990,,
"Furlong, Kieran","Money, Interest Rates and the Canadian Business Cycle, 1867-1896.",,,University of Toronto,,Furlong1992,Item,http://127.0.0.1/Furlong1992,,,no,,1992,,
"Furlong, Kieran","The National Tariff and Amalgamations in the Canadian Cotton Industry, 1885-1896.",,,University of Toronto,,Furlong1995,Item,http://127.0.0.1/Furlong1995,,,no,,1995,,
"Furlong, Kieran","Montreal, New York and London Exchange Rate Arbitrage, 1871-1897.",,,University of Toronto,,Furlong1997,Item,http://127.0.0.1/Furlong1997,,,no,,1997,,
"Furlong, Kieran",Technological Change and the Great Depression in Canada.,,,,,Furlong1999,Item,http://127.0.0.1/Furlong1999,,,no,,1999,,
"Gaffield, Chad",The Demography of Economic Crisis: Prescott County Ontario in the Late Nineteenth Century,,,University of Victoria,,Gaffield1982,Item,http://127.0.0.1/Gaffield1982,,,no,,1982,,
"Gagan, Paul",Historical Micro-Data Sources and the 'New' Social History in Canada,,,McMaster University,,Gagan1975,Item,http://127.0.0.1/Gagan1975,,,no,,1975,,
"Galassi, Francesco","Screening, Monitoring and Incentives in Co-operative Banks: The Case of Italy's Casse Rurali, 1883-1926.",,,Leicester University,,Galassi1997,Item,http://127.0.0.1/Galassi1997,,,no,,1997,,
"Gallman, Robert","Domestic Savings, International Capital Flows and the Evolution of Domestic Capital Markets: The Canadian Experience.",,,University of North Carolina,,Gallman1994,Item,http://127.0.0.1/Gallman1994,,,no,,1994,,
"Geloso, Vincent",Prices and Markets in New France,,,London School of Economics,,GelosoA2014,Item,,,,,,2014,,
"George, Peter",Research Possibilities Using the 1871 Manuscript,,,McMaster University,,George1970,Item,http://127.0.0.1/George1970,,,no,,1970,,
"George, Peter","The Determinants of Short Run Variations in the Canadian Economy, 1896-1939:  An Exploratory Factor Analysis",,,McMaster University,,George1976,Item,http://127.0.0.1/George1976,,,no,,1976,,
"George, Peter",A Reassessment of the Canadian Business Cycle in the Pre-World War II Period,,,McMaster University,,George1978,Item,http://127.0.0.1/Bertram1973,,,no,,1978,,
"George, Peter",Index Numbers of Price and Output for Selected Metals: Canada 1889-1960,,,McMaster University,,George1981,Item,http://127.0.0.1/George1981,,,no,,1981,,
"George, Peter",Indigenous Land Use and Harvesting Among the Cree in Western James Bay: A Historical and Contemporary Analysis.,,,Council of Ontario Universities,,George1992,Item,http://127.0.0.1/George1992,,,no,,1992,,
"George, Peter","Quantitative Methods, Historical Micro-data, and the Interpretation of Canadian Economic History: An Evaluation.",,,McMaster University,,George1994,Item,http://127.0.0.1/George1994,,,no,,1994,,
"Gerriets, Marilyn",Agriculture and Development Before Confederation.,,,St. Fracis Xavier University,,Gerriets1995,Item,http://127.0.0.1/Gerriets1995,,,no,,1995,,
"Gerriets, Marilyn",The Origin of a Hinterland: Agricultural Resources and Manufacturing Development at Confederation.,,,,,Gerriets1999,Item,http://127.0.0.1/Gerriets1999,,,no,,1999,,
"Gerriets, Marilyn",Reaping the Harvests of the Sea and Field: The Distribution of Income from Fishing and Farming in Nova Scotia and New Brunswick in 1870.,,,St. Fracis Xavier University,,Gerriets2002,Item,http://127.0.0.1/Gerriets2002,,,no,,2002,,
"Gibson, Bill",The Determinants of Canadian Money Wages,,,Simon Fraser University,,Gibson1981,Item,http://127.0.0.1/Gibson1981,,,no,,1981,,
"Gibson, Bill",Testing the Chambers and Gordon Model.,,,University of Lethbridge,,Gibson1990,Item,http://127.0.0.1/Gibson1990,,,no,,1990,,
"Gillezeau, Robert Louis",Did the war on poverty cause race riots?,,,"University of Michigan, Ann Arbor",,Gillezeau2009,Item,http://127.0.0.1/Gillezeau2009,,,no,,2009,,
"Gomes, Tamara",Canada and the IMF: Trailblazer or Prodigal Son?,,,Bank of Canada,,Gomes2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Gordon, Donald",The Staple Theory of Economic Growth: An Empirical Measurement.,,,,,Gordon1965,Item,http://127.0.0.1/Gordon1965,,,no,,1965,,
"Gordon, Donald",Further Reflections on the Staples Thesis,,,Simon Fraser University,,Gordon1978,Item,http://127.0.0.1/Bertram1973,,,no,,1978,,
"Grant, Hugh","Canadian Petroleum and Economic Growth, 1945-60",,,University College of Cape Breton,,Grant1984,Item,http://127.0.0.1/Grant1984,,,no,,1984,,
"Grant, Hugh","Tariffs and Concentration: The Formation of Imperial Oil, 1873-1880.",,,University of Winnipeg,,Grant1997,Item,http://127.0.0.1/Grant1997,,,no,,1997,,
"Grant, K. Gary",The Market for Canadian Prairies' Wheat 1918-1939,,,Acadia University,,Grant1978,Item,http://127.0.0.1/Bertram1973,,,no,,1978,,
"Grant, K. Gary",The Strongest Wheat in Commerce: Canadian Prairies Wheat in the Inter-War Period,,,Acadia University,,Grant1981,Item,http://127.0.0.1/Grant1981,,,no,,1981,,
"Grantham, George",The Rate of Return to Agricultural Capital in Mid-19th Century France,,,McGill University,,Grantham1981,Item,http://127.0.0.1/Grantham1981,,,no,,1981,,
"Grantham, George",Guiding Concepts in Economic History: A Sketch of the History of Ideas in Economic History,,,McGill University,,Grantham2003,Item,http://127.0.0.1/Grantham2003,,,no,,2003,,
"Grantham, George",A Search-Equilibrium Approach to the Roman Economy,,,McGill University,,GranthamA2014,Item,,,,,,2014,,
"Gray, XXXX",The Impact of Competition and Resource Depletion on the Development of the Canadian Fur Trade,,,University of Manitoba,,Gray1976,Item,http://127.0.0.1/Gray1976,,,no,,1976,,
"Green, Alan","Regional Aspect of Canada's Economic Growth, 1890 - 1926.",,,Queen's University,,Green1965,Item,http://127.0.0.1/Green1965,,,no,,1965,,
"Green, Alan","Contribution of Immigration to Canada's Economic Growth, 1901-1931",,,Queen's University,,Green1973,Item,http://127.0.0.1/Green1973,,,no,,1973,,
"Green, Alan","Immigration and the Foreign Born, 1900-1930",,,Queen's University,,Green1976,Item,http://127.0.0.1/Green1976,,,no,,1976,,
"Green, Alan",Evolution of Canadian Manufacturing: Industry Productivity in Canada and the U.S.,,,Queen's University,,Green1984,Item,http://127.0.0.1/Green1984,,,no,,1984,,
"Green, Alan","Canadian Business Cycles, 1870-1939: An Econometric Analysis Using the New National Accounts Estimates",,,Queen's University,,Green1987,Item,http://127.0.0.1/Green1987,,,no,,1987,,
"Green, Alan","A Macro Model of the Canadian Economy, 1870-1939.",,,Queen's University,,Green1990,Item,http://127.0.0.1/Green1990,,,no,,1990,,
"Green, Alan","The Nature of Technological Change in the Canadian Railway Sector, 1875-1930.",,,Queen's University,,Green1994,Item,http://127.0.0.1/Green1994,,,no,,1994,,
"Green, Alan","A Comparison of Immigrant and Native Earnings in Toronto, 1901.",,,Queen's University,,Green1997,Item,http://127.0.0.1/Green1997,,,no,,1997,,
"Green, Alan",Acquisition of Human Capital and the Transition from School to Work: Montreal and Toronto in 1901.,,,Queen's University,,Green1999,Item,http://127.0.0.1/Green1999,,,no,,1999,,
"Green, Alan",Family Neighbourhood and Schooling: Canadian Cities in 1901.,,,Queen's University,,Green2000,Item,http://127.0.0.1/Green2000,,,no,,2000,,
"Green, Alan","Sorting Themselves Out? Canadian-born Workers in the United States and Western Canada, 1890-1910.",,,Queen's University,,Green2002,Item,http://127.0.0.1/Green2002,,,no,,2002,,
"Green, Alan","The Cost of Doing Hard Time: A Penitentiary-based Price Index for Canada, 1883-1923",,,Queen's University,,Green2003,Item,http://127.0.0.1/Green2003,,,no,,2003,,
"Green, Alan",Evolution of the Canadian Wage Structure from 1880 to the Present,,,Queen's University,,Green2005,Item,http://127.0.0.1/Green2005,,,no,,2005,,
"Green, Alan",Immigration and Inequality in Canada in the Early 20th Century,,,Queen's University,,Green2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Green, Alan",Immigration and the Canadian Wage Distribution in the First Half of the 20th Century,,,University of British Columbia,,GreenA2011,Item,http://127.0.0.1/GreenA2011,,,no,,2011,,
"Green, David",Immigration and Regional Growth: A Comparison of the Canadian and U.S. Experience.,,,Stanford University,,Green1989,Item,http://127.0.0.1/Green1989,,,no,,1989,,
"Green, David",The movement of real wages in Canada during the first half of the twentieth century.,,,University of British Columbia,,Green2006,Item,http://127.0.0.1/Green2006,,,no,,2006,,
"Green, David",Immigration and Inequality in Canada in the Early 20th Century,,,University of British Columbia,,Green22008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Green, David",Immigration and the Canadian Wage Distribution in the First Half of the 20th Century,,,University of British Columbia,,GreenD2011,Item,http://127.0.0.1/GreenD2011,,,no,,2011,,
"Gregg, Amanda",Factor Productivity and the Concession System of Incorporation in Late Imperial Russia,,,Yale University,,GreggA2014,Item,,,,,,2014,,
"Guinnane, Timothy",The Fertility Transition in Munich: First Results.,,,Yale University,,Guinnane2002,Item,http://127.0.0.1/Guinnane2002,,,no,,2002,,
"Guinnane, Timothy",The Passage of the Uniform Small Loan Law,,,Yale University,,Guinnane2005,Item,http://127.0.0.1/Guinnane2005,,,no,,2005,,
"Guinnane, Timothy",The Historical Fertility Transition: A Guide for Economists,,,Yale University,,GuinnaneA2011,Item,http://127.0.0.1/GuinnaneA2011,,,no,,2011,,
"Haddock, David","Similar Economies, Similar Histories, Different Structures: Transatlantic",,,Northwestern University,,Haddock2005,Item,http://127.0.0.1/Haddock2005,,,no,,2005,,
"Hamilton, Gillian",Annulment Behaviour in Early Canadian Apprenticeship Contracts - Specific Capital or Uncertainty?,,,University of Toronto,,Hamilton1992,Item,http://127.0.0.1/Hamilton1992,,,no,,1992,,
"Hamilton, Gillian",The Duration of Apprenticeships in Early Nineteenth Century Montreal: The Roles of Human Capital and Uncertainty.,,,University of Toronto,,Hamilton1994,Item,http://127.0.0.1/Hamilton1994,,,no,,1994,,
"Hamilton, Gillian",Understanding Marriage Contracts: Evidence from 19th Century Montreal.,,,University of Toronto,,Hamilton1995,Item,http://127.0.0.1/Hamilton1995,,,no,,1995,,
"Hamilton, Gillian",The American Tobacco Company and Its Distributors c.1900.,,,University of Toronto,,Hamilton1997,Item,http://127.0.0.1/Hamilton1997,,,no,,1997,,
"Hamilton, Gillian","Class, Gender and Marriage.",,,University of Toronto,,Hamilton2000,Item,http://127.0.0.1/Hamilton2000,,,no,,2000,,
"Hamilton, Gillian",Orphans in Montreal: Were They Disadvantaged in the Apprentice Market?,,,University of Toronto,,Hamilton2002,Item,http://127.0.0.1/Hamilton2002,,,no,,2002,,
"Hamilton, Gillian",Economic Status and Reproductive Success in New France.,,,University of Toronto,,Hamilton2006,Item,http://127.0.0.1/Hamilton2006,,,no,,2006,,
"Hamilton, Gillian",Wealth and Fertility in New France,,,University of Toronto,,HamiltonA2011,Item,http://127.0.0.1/HamiltonA2011,,,no,,2011,,
