label,type,uri,author,yearDelivered,isJointPaper,cleanTitle,affiliation,coauthor,JSONRecord,cleanerTitle,primaryTitleFlag,authors,Co_Author2,Co_Author3,FlagThirdAuthor,relationType,relationWeight,surname
Clark1973,Item,http://127.0.0.1/Clark1973,"Clark, Carolyn",1973,Yes,"The Money and Supply Process in Canada, 1920-1934:  Advance Under the Finance Act",University of Washington State,"Shearer, Ronald A.","{""Author"" : ""Clark, Carolyn"", ""Year"" : ""1973"",""label"" : ""Clark1973"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Clark1973"", ""cleanTitle"" : ""The Money and Supply Process in Canada, 1920-1934:  Advance Under the Finance Act"", ""Institution"" : ""University of Washington State""},","The Money and Supply Process in Canada, 1920-1934:  Advance Under the Finance Act",1,,"Shearer, Ronald A.",,No,Undirected,1,Clark
Clark1976,Item,http://127.0.0.1/Clark1976,"Clark, Carolyn",1976,Yes,"Reconcilation of Statistics on Production, Consumption, Monetary Holdings and International Flows of Gold, 1920-1934",Washington State University,"Shearer, Ronald A.","{""Author"" : ""Clark, Carolyn"", ""Year"" : ""1976"",""label"" : ""Clark1976"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Clark1976"", ""cleanTitle"" : ""Reconcilation of Statistics on Production, Consumption, Monetary Holdings and International Flows of Gold, 1920-1934"", ""Institution"" : ""Washington State University""},","Reconcilation of Statistics on Production, Consumption, Monetary Holdings and International Flows of Gold, 1920-1934",1,,"Shearer, Ronald A.",,No,Undirected,1,Clark
Clark2006,Item,http://127.0.0.1/Clark2006,"Clark, Greg",2006,No,What made Britannia great? How much of the rise of Britain to world dominance by 1850 does the Industrial Revolution explain?,,,"{""Author"" : ""Clark, Greg"", ""Year"" : ""2006"",""label"" : ""Clark2006"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Clark2006"", ""cleanTitle"" : ""What made Britannia great? How much of the rise of Britain to world dominance by 1850 does the Industrial Revolution explain?"", ""Institution"" : """"},",What made Britannia great? How much of the rise of Britain to world dominance by 1850 does the Industrial Revolution explain?,1,,,,No,,,Clark
ClarkA2011,Item,http://127.0.0.1/ClarkA2011,"Clark, Gregory",2011,Yes,Wealth and Fertility in New France,UC Davis,"Hamilton, Gillian","{""Author"" : ""Clark, Gregory"", ""Year"" : ""2011"",""label"" : ""ClarkA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/ClarkA2011"", ""cleanTitle"" : ""Wealth and Fertility in New France"", ""Institution"" : ""UC Davis""},",Wealth and Fertility in New France,1,,"Hamilton, Gillian",,No,Undirected,1,Clark
Claus1997,Item,http://127.0.0.1/Claus1997,"Claus, Edda",1997,Yes,Born Again: The Carolingian Renaissance as the Rebirth of an Information System,Université de Montréal,"Dudley, Leonard","{""Author"" : ""Claus, Edda"", ""Year"" : ""1997"",""label"" : ""Claus1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Claus1997"", ""cleanTitle"" : ""Born Again: The Carolingian Renaissance as the Rebirth of an Information System"", ""Institution"" : ""Université de Montréal""},",Born Again: The Carolingian Renaissance as the Rebirth of an Information System,1,,"Dudley, Leonard",,No,Undirected,1,Claus
Clay1995,Item,http://127.0.0.1/Clay1995,"Clay, Karen",1995,No,Property Rights and the California Land Act of 1851,University of Toronto,,"{""Author"" : ""Clay, Karen"", ""Year"" : ""1995"",""label"" : ""Clay1995"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Clay1995"", ""cleanTitle"" : ""Property Rights and the California Land Act of 1851"", ""Institution"" : ""University of Toronto""},",Property Rights and the California Land Act of 1851,1,,,,No,,,Clay
Clay1997,Item,http://127.0.0.1/Clay1997,"Clay, Karen",1997,Yes,The American Tobacco Company and Its Distributors c.1900,University of Toronto,"Hamilton, Gillian","{""Author"" : ""Clay, Karen"", ""Year"" : ""1997"",""label"" : ""Clay1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Clay1997"", ""cleanTitle"" : ""The American Tobacco Company and Its Distributors c.1900"", ""Institution"" : ""University of Toronto""},",The American Tobacco Company and Its Distributors c.1900,1,,"Hamilton, Gillian",,No,Undirected,1,Clay
Clingingsmith2008,Item,http://127.0.0.1/Bordo2000,"Clingingsmith, David",2008,No,"Bilingualism, Language Shift and Industrialization in Mid-20th Century India",Case Western University,,"{""Author"" : ""Clingingsmith, David"", ""Year"" : ""2008"",""label"" : ""Clingingsmith2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""Bilingualism, Language Shift and Industrialization in Mid-20th Century India"", ""Institution"" : ""Case Western University""},","Bilingualism, Language Shift and Industrialization in Mid-20th Century India",1,,,,No,,,Clingingsmith
Reed1978,Item,http://127.0.0.1/Bertram1973,"Reed, Clyde",1978,Yes,Evidence from the Skilled-Unskilled Wage Index: 1930-1972,Simon Fraser University,"DeVoretz, Don","{""Author"" : ""Reed, Clyde"", ""Year"" : ""1978"",""label"" : ""Reed1978"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bertram1973"", ""cleanTitle"" : ""Evidence from the Skilled-Unskilled Wage Index: 1930-1972"", ""Institution"" : ""Simon Fraser University""},",Evidence from the Skilled-Unskilled Wage Index: 1930-1972,,,"DeVoretz, Don",,No,,,Reed
Coe1994,Item,http://127.0.0.1/Coe1994,"Coe, Patrick",1994,No,The Role of Expectations in Ending the Great Depression,University of British Columbia,,"{""Author"" : ""Coe, Patrick"", ""Year"" : ""1994"",""label"" : ""Coe1994"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Coe1994"", ""cleanTitle"" : ""The Role of Expectations in Ending the Great Depression"", ""Institution"" : ""University of British Columbia""},",The Role of Expectations in Ending the Great Depression,1,,,,No,,,Coe
Coe2000,Item,http://127.0.0.1/Coe2000,"Coe, Patrick",2000,Yes,Another look at What the Long-run Data Show About Convergence.,,"Wakerly, Elizabeth","{""Author"" : ""Coe, Patrick"", ""Year"" : ""2000"",""label"" : ""Coe2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Coe2000"", ""cleanTitle"" : ""Another look at What the Long-run Data Show About Convergence"", ""Institution"" : """"},",Another look at What the Long-run Data Show About Convergence,1,,"Wakerly, Elizabeth",,No,Undirected,1,Coe
Coe2002,Item,http://127.0.0.1/Coe2002,"Coe, Patrick",2002,No,The Extent of the Canadian Labour Market: Then and Now.,University of Calgary,,"{""Author"" : ""Coe, Patrick"", ""Year"" : ""2002"",""label"" : ""Coe2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Coe2002"", ""cleanTitle"" : ""The Extent of the Canadian Labour Market: Then and Now"", ""Institution"" : ""University of Calgary""},",The Extent of the Canadian Labour Market: Then and Now,1,,,,No,,,Coe
Coe2006,Item,http://127.0.0.1/Coe2006,"Coe, Patrick",2006,Yes,Nominal Wage Rigidity in Canada: 1900 - 1950.,,"Emery, J. Herb","{""Author"" : ""Coe, Patrick"", ""Year"" : ""2006"",""label"" : ""Coe2006"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Coe2006"", ""cleanTitle"" : ""Nominal Wage Rigidity in Canada: 1900 - 1950"", ""Institution"" : """"},",Nominal Wage Rigidity in Canada: 1900 - 1950,1,,"Emery, J. Herb",,No,Undirected,1,Coe
Coe2009,Item,http://127.0.0.1/Coe2009,"Coe, Patrick",2009,Yes,"Downward Nominal Wage Rigidity: Evidence from Canada, 1900-1950.",Carleton University,"Emery, J. Herb","{""Author"" : ""Coe, Patrick"", ""Year"" : ""2009"",""label"" : ""Coe2009"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Coe2009"", ""cleanTitle"" : ""Downward Nominal Wage Rigidity: Evidence from Canada, 1900-1950"", ""Institution"" : ""Carleton University""},","Downward Nominal Wage Rigidity: Evidence from Canada, 1900-1950",1,,"Emery, J. Herb",,No,Undirected,1,Coe
CoeA2011,Item,http://127.0.0.1/CoeA2011,"Coe, Patrick",2011,Yes,The Argumentation of Economic Historians,Carleton University,"Vahey, Shaun","{""Author"" : ""Coe, Patrick"", ""Year"" : ""2011"",""label"" : ""CoeA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/CoeA2011"", ""cleanTitle"" : ""The Argumentation of Economic Historians"", ""Institution"" : ""Carleton University""},",The Argumentation of Economic Historians,1,,"Vahey, Shaun",,No,Undirected,1,Coe
CoeA2014,Item,,"Coe, Patrick",2014,Yes,Another Look at Inflation and Expectations during the US Great Depression,Carleton University,"Vahey, Shaun","{""Author"" : ""Coe, Patrick"", ""Year"" : ""2014"",""label"" : ""CoeA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""Another Look at Inflation and Expectations during the US Great Depression"", ""Institution"" : ""Carleton University""},",Another Look at Inflation and Expectations during the US Great Depression,1,,"Vahey, Shaun",,No,Undirected,1,Coe
Collins2003,Item,http://127.0.0.1/Collins2003,"Collins, E.J.T.",2003,No,"The North American Influence on the British Food Industry, 1900-39",University of Reading,,"{""Author"" : ""Collins, E.J.T."", ""Year"" : ""2003"",""label"" : ""Collins2003"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Collins2003"", ""cleanTitle"" : ""The North American Influence on the British Food Industry, 1900-39"", ""Institution"" : ""University of Reading""},","The North American Influence on the British Food Industry, 1900-39",1,,,,No,,,Collins
Coulson1989,Item,http://127.0.0.1/Coulson1989,"Coulson, Rosalyn",1989,Yes,"Human Capital Content of Canadian Immigration, 1963-87",Simon Fraser University,"DeVoretz, Don","{""Author"" : ""Coulson, Rosalyn"", ""Year"" : ""1989"",""label"" : ""Coulson1989"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Coulson1989"", ""cleanTitle"" : ""Human Capital Content of Canadian Immigration, 1963-87"", ""Institution"" : ""Simon Fraser University""},","Human Capital Content of Canadian Immigration, 1963-87",1,,"DeVoretz, Don",,No,Undirected,1,Coulson
Craig1997,Item,http://127.0.0.1/Craig1997,"Craig, Beatrice",1997,No,French and English Agriculture in the Montreal Hinterland 1800-1850,University of Ottawa,,"{""Author"" : ""Craig, Beatrice"", ""Year"" : ""1997"",""label"" : ""Craig1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Craig1997"", ""cleanTitle"" : ""French and English Agriculture in the Montreal Hinterland 1800-1850"", ""Institution"" : ""University of Ottawa""},",French and English Agriculture in the Montreal Hinterland 1800-1850,1,,,,No,,,Craig
Cranfield2005,Item,http://127.0.0.1/Cranfield2005,"Cranfield, John",2005,Yes,Anthropometric Indicators for Canada during the Nineteenth and Twentieth,University of Guelph,"Inwood, Kris","{""Author"" : ""Cranfield, John"", ""Year"" : ""2005"",""label"" : ""Cranfield2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Cranfield2005"", ""cleanTitle"" : ""Anthropometric Indicators for Canada during the Nineteenth and Twentieth"", ""Institution"" : ""University of Guelph""},",Anthropometric Indicators for Canada during the Nineteenth and Twentieth,1,,"Inwood, Kris",,No,Undirected,1,Cranfield
Cranfield2009,Item,http://127.0.0.1/Cranfield2009,"Cranfield, John",2009,Yes,Long-Run Changes in the Body Mass Index of Canadians,University of Guelph,"Inwood, Kris","{""Author"" : ""Cranfield, John"", ""Year"" : ""2009"",""label"" : ""Cranfield2009"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Cranfield2009"", ""cleanTitle"" : ""Long-Run Changes in the Body Mass Index of Canadians"", ""Institution"" : ""University of Guelph""},",Long-Run Changes in the Body Mass Index of Canadians,1,,"Inwood, Kris",,No,Undirected,1,Cranfield
CranfieldA2011,Item,http://127.0.0.1/CranfieldA2011,"Cranfield, John",2011,Yes,"Stayers and Leavers, Diggers and Canucks: The 1914-1918 War in Comparative Perspective",University of Guelph,"Inwood, Kris","{""Author"" : ""Cranfield, John"", ""Year"" : ""2011"",""label"" : ""CranfieldA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/CranfieldA2011"", ""cleanTitle"" : ""Stayers and Leavers, Diggers and Canucks: The 1914-1918 War in Comparative Perspective"", ""Institution"" : ""University of Guelph""},","Stayers and Leavers, Diggers and Canucks: The 1914-1918 War in Comparative Perspective",1,,"Inwood, Kris",,No,Undirected,1,Cranfield
CranfieldA2012,Item,,"Cranfield, John",2012,Yes,Longitudinal Analysis of Adult Stature Inequality in a Settler Society: The Case of Canada,University of Guelph,"Inwood, Kris","{""Author"" : ""Cranfield, John"", ""Year"" : ""2012"",""label"" : ""CranfieldA2012"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""Longitudinal Analysis of Adult Stature Inequality in a Settler Society: The Case of Canada"", ""Institution"" : ""University of Guelph""},",Longitudinal Analysis of Adult Stature Inequality in a Settler Society: The Case of Canada,1,,"Inwood, Kris",,No,Undirected,1,Cranfield
Curtis1973,Item,http://127.0.0.1/Curtis1973,"Curtis, Douglas",1973,No,Out-Migration from New Brunswick,Trent University,,"{""Author"" : ""Curtis, Douglas"", ""Year"" : ""1973"",""label"" : ""Curtis1973"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Curtis1973"", ""cleanTitle"" : ""Out-Migration from New Brunswick"", ""Institution"" : ""Trent University""},",Out-Migration from New Brunswick,1,,,,No,,,Curtis
Curtis1975,Item,http://127.0.0.1/Curtis1975,"Curtis, Douglas",1975,No,"The Effects of Government Budget Changes on Economic Expansion and Stability, 1926-1940",Trent University,,"{""Author"" : ""Curtis, Douglas"", ""Year"" : ""1975"",""label"" : ""Curtis1975"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Curtis1975"", ""cleanTitle"" : ""The Effects of Government Budget Changes on Economic Expansion and Stability, 1926-1940"", ""Institution"" : ""Trent University""},","The Effects of Government Budget Changes on Economic Expansion and Stability, 1926-1940",1,,,,No,,,Curtis
Dales1982,Item,http://127.0.0.1/Dales1982,"Dales, John",1982,No,Modelling Canadian Economic Growth in the Wheat Boom Era,University of Toronto,,"{""Author"" : ""Dales, John"", ""Year"" : ""1982"",""label"" : ""Dales1982"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Dales1982"", ""cleanTitle"" : ""Modelling Canadian Economic Growth in the Wheat Boom Era"", ""Institution"" : ""University of Toronto""},",Modelling Canadian Economic Growth in the Wheat Boom Era,1,,,,No,,,Dales
Davenport1975,Item,http://127.0.0.1/Davenport1975,"Davenport, Paul",1975,No,The Sources of Economic Growth in Twentieth Century Canada,McGill University,,"{""Author"" : ""Davenport, Paul"", ""Year"" : ""1975"",""label"" : ""Davenport1975"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Davenport1975"", ""cleanTitle"" : ""The Sources of Economic Growth in Twentieth Century Canada"", ""Institution"" : ""McGill University""},",The Sources of Economic Growth in Twentieth Century Canada,1,,,,No,,,Davenport
Davenport1976,Item,http://127.0.0.1/Davenport1976,"Davenport, Paul",1976,No,Money and Prices in Canada Since 1911,McGill University,,"{""Author"" : ""Davenport, Paul"", ""Year"" : ""1976"",""label"" : ""Davenport1976"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Davenport1976"", ""cleanTitle"" : ""Money and Prices in Canada Since 1911"", ""Institution"" : ""McGill University""},",Money and Prices in Canada Since 1911,1,,,,No,,,Davenport
DaviesA2011,Item,http://127.0.0.1/DaviesA2011,"Davies, Ryan",2011,No,"Pink Pills for Pale People: A Snapshot of Entrepreneurship, Patent Medicine and Finance in 1905",Babson College,,"{""Author"" : ""Davies, Ryan"", ""Year"" : ""2011"",""label"" : ""DaviesA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DaviesA2011"", ""cleanTitle"" : ""Pink Pills for Pale People: A Snapshot of Entrepreneurship, Patent Medicine and Finance in 1905"", ""Institution"" : ""Babson College""},","Pink Pills for Pale People: A Snapshot of Entrepreneurship, Patent Medicine and Finance in 1905",1,,,,No,,,Davies
Davis1994,Item,http://127.0.0.1/Davis1994,"Davis, Lance",1994,Yes,"Domestic Savings, International Capital Flows and the Evolution of Domestic Capital Markets: The Canadian Experience",C.I.T.,"Gallman, Robert","{""Author"" : ""Davis, Lance"", ""Year"" : ""1994"",""label"" : ""Davis1994"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Davis1994"", ""cleanTitle"" : ""Domestic Savings, International Capital Flows and the Evolution of Domestic Capital Markets: The Canadian Experience"", ""Institution"" : ""C.I.T.""},","Domestic Savings, International Capital Flows and the Evolution of Domestic Capital Markets: The Canadian Experience",1,,"Gallman, Robert",,No,Undirected,1,Davis
Day2003,Item,http://127.0.0.1/Day2003,"Day, Shawn",2003,Yes,Economic History in Canadian Universities: A Survey,University of Guelph,"McCalla, Douglas","{""Author"" : ""Day, Shawn"", ""Year"" : ""2003"",""label"" : ""Day2003"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Day2003"", ""cleanTitle"" : ""Economic History in Canadian Universities: A Survey"", ""Institution"" : ""University of Guelph""},",Economic History in Canadian Universities: A Survey,1,,"McCalla, Douglas",,No,Undirected,1,Day
Day1985,Item,http://127.0.0.1/Day1985,"Day, Tanis",1985,No,An Economic Investigation into the Industrial Revolution in the Home,Queen's University,,"{""Author"" : ""Day, Tanis"", ""Year"" : ""1985"",""label"" : ""Day1985"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Day1985"", ""cleanTitle"" : ""An Economic Investigation into the Industrial Revolution in the Home"", ""Institution"" : ""Queen's University""},",An Economic Investigation into the Industrial Revolution in the Home,1,,,,No,,,Day
Day1987,Item,http://127.0.0.1/Day1987,"Day, Tanis",1987,No,"Measuring the Standard of Living within the Home, 1920-1970",Queen's University,,"{""Author"" : ""Day, Tanis"", ""Year"" : ""1987"",""label"" : ""Day1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Day1987"", ""cleanTitle"" : ""Measuring the Standard of Living within the Home, 1920-1970"", ""Institution"" : ""Queen's University""},","Measuring the Standard of Living within the Home, 1920-1970",1,,,,No,,,Day
Day1989,Item,http://127.0.0.1/Day1989,"Day, Tanis",1989,No,Historical Causes of Occupational Segregation,Queen's University,,"{""Author"" : ""Day, Tanis"", ""Year"" : ""1989"",""label"" : ""Day1989"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Day1989"", ""cleanTitle"" : ""Historical Causes of Occupational Segregation"", ""Institution"" : ""Queen's University""},",Historical Causes of Occupational Segregation,1,,,,No,,,Day
Dean2008,Item,http://127.0.0.1/Bordo2000,"Dean, Jason",2008,No,The Economic Assimilation of Urban Immigrants in Canada during the Wheat Boom Era of 1896-1913,McGill University,,"{""Author"" : ""Dean, Jason"", ""Year"" : ""2008"",""label"" : ""Dean2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""The Economic Assimilation of Urban Immigrants in Canada during the Wheat Boom Era of 1896-1913"", ""Institution"" : ""McGill University""},",The Economic Assimilation of Urban Immigrants in Canada during the Wheat Boom Era of 1896-1913,1,,,,No,,,Dean
Deltas2002,Item,http://127.0.0.1/Deltas2002,"Deltas, George",2002,Yes,Passenger Shipping Cartels and Their Effect on Transatlantic Migration.,University of Illinois at Chicago,"Sicotte, Richard;Tomczak, Peter","{""Author"" : ""Deltas, George"", ""Year"" : ""2002"",""label"" : ""Deltas2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Deltas2002"", ""cleanTitle"" : ""Passenger Shipping Cartels and Their Effect on Transatlantic Migration"", ""Institution"" : ""University of Illinois at Chicago""},",Passenger Shipping Cartels and Their Effect on Transatlantic Migration,1,,"Tomczak, Peter","Sicotte, Richard",Yes,,,Deltas
DeltasA2012,Item,http://shawnday.com/cneh/pdfs/2012/deltas-sicotte.pdf,"Deltas, George",2012,Yes,"Cartel Organization, Price Discrimination and the Trans-Atlantic Passage, 1899-1911",University of Illinois at Chicago,"Sicotte, Richard","{""Author"" : ""Deltas, George"", ""Year"" : ""2012"",""label"" : ""DeltasA2012"", ""type"" : ""Item"", ""uri"" : ""http://shawnday.com/cneh/pdfs/2012/deltas-sicotte.pdf"", ""cleanTitle"" : ""Cartel Organization, Price Discrimination and the Trans-Atlantic Passage, 1899-1911"", ""Institution"" : ""University of Illinois at Chicago""},","Cartel Organization, Price Discrimination and the Trans-Atlantic Passage, 1899-1911",1,,"Sicotte, Richard",,No,Undirected,1,Deltas
Denton1970,Item,http://127.0.0.1/Denton1970,"Denton, F.",1970,Yes,Research Possibilities Using the 1871 Manuscript,McMaster University,"George, Peter","{""Author"" : ""Denton, F."", ""Year"" : ""1970"",""label"" : ""Denton1970"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Denton1970"", ""cleanTitle"" : ""Research Possibilities Using the 1871 Manuscript"", ""Institution"" : ""McMaster University""},",Research Possibilities Using the 1871 Manuscript,1,,"George, Peter",,No,Undirected,1,Denton
Desharnais2000,Item,http://127.0.0.1/Desharnais2000,"Desharnais, Craig",2000,No,"The International Pacific Halibut Commission: Success and Failure in Fisheries regulation, 1928-1960.",,,"{""Author"" : ""Desharnais, Craig"", ""Year"" : ""2000"",""label"" : ""Desharnais2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Desharnais2000"", ""cleanTitle"" : ""The International Pacific Halibut Commission: Success and Failure in Fisheries regulation, 1928-1960"", ""Institution"" : """"},","The International Pacific Halibut Commission: Success and Failure in Fisheries regulation, 1928-1960",1,,,,No,,,Desharnais
DeVoretz1973,Item,http://127.0.0.1/DeVoretz1973,"DeVoretz, Don",1973,No,"Demographic and Economic Impacts of Canadian and Internal Migration, 1891 - 1921",Simon Fraser University,,"{""Author"" : ""DeVoretz, Don"", ""Year"" : ""1973"",""label"" : ""DeVoretz1973"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DeVoretz1973"", ""cleanTitle"" : ""Demographic and Economic Impacts of Canadian and Internal Migration, 1891 - 1921"", ""Institution"" : ""Simon Fraser University""},","Demographic and Economic Impacts of Canadian and Internal Migration, 1891 - 1921",1,,,,No,,,DeVoretz
DeVoretz1975,Item,http://127.0.0.1/DeVoretz1975,"DeVoretz, Don",1975,No,"An Econometric Model of Canadian Immigration, 1891-1914",Simon Fraser University,,"{""Author"" : ""DeVoretz, Don"", ""Year"" : ""1975"",""label"" : ""DeVoretz1975"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DeVoretz1975"", ""cleanTitle"" : ""An Econometric Model of Canadian Immigration, 1891-1914"", ""Institution"" : ""Simon Fraser University""},","An Econometric Model of Canadian Immigration, 1891-1914",1,,,,No,,,DeVoretz
DeVoretz1976,Item,http://127.0.0.1/DeVoretz1976,"DeVoretz, Don",1976,Yes,Earnings Differentials in Canada: Some Evidence From the Unskilled-Skilled Differential Index: 1920-1960,Simon Fraser University,"Reed, Clyde","{""Author"" : ""DeVoretz, Don"", ""Year"" : ""1976"",""label"" : ""DeVoretz1976"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DeVoretz1976"", ""cleanTitle"" : ""Earnings Differentials in Canada: Some Evidence From the Unskilled-Skilled Differential Index: 1920-1960"", ""Institution"" : ""Simon Fraser University""},",Earnings Differentials in Canada: Some Evidence From the Unskilled-Skilled Differential Index: 1920-1960,1,,"Reed, Clyde",,No,Undirected,1,DeVoretz
DeVoretz1978,Item,http://127.0.0.1/Bertram1973,"DeVoretz, Don",1978,Yes,Evidence from the Skilled-Unskilled Wage Index: 1930-1972,Simon Fraser University,"Reed, Clyde","{""Author"" : ""DeVoretz, Don"", ""Year"" : ""1978"",""label"" : ""DeVoretz1978"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bertram1973"", ""cleanTitle"" : ""Evidence from the Skilled-Unskilled Wage Index: 1930-1972"", ""Institution"" : ""Simon Fraser University""},",Evidence from the Skilled-Unskilled Wage Index: 1930-1972,1,,"Reed, Clyde",,No,Undirected,1,DeVoretz
DeVoretz1989,Item,http://127.0.0.1/DeVoretz1989,"DeVoretz, Don",1989,Yes,"Human Capital Content of Canadian Immigration, 1963-87",Simon Fraser University,"Coulson, Rosalyn","{""Author"" : ""DeVoretz, Don"", ""Year"" : ""1989"",""label"" : ""DeVoretz1989"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/DeVoretz1989"", ""cleanTitle"" : ""Human Capital Content of Canadian Immigration, 1963-87"", ""Institution"" : ""Simon Fraser University""},","Human Capital Content of Canadian Immigration, 1963-87",,,"Coulson, Rosalyn",,No,,,DeVoretz
Dick1973,Item,http://127.0.0.1/Dick1973,"Dick, Trevor",1973,No,A Model of Early Twentieth Century Industrial Expansion with an Application to Newsprint,University of Western Ontario,,"{""Author"" : ""Dick, Trevor"", ""Year"" : ""1973"",""label"" : ""Dick1973"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Dick1973"", ""cleanTitle"" : ""A Model of Early Twentieth Century Industrial Expansion with an Application to Newsprint"", ""Institution"" : ""University of Western Ontario""},",A Model of Early Twentieth Century Industrial Expansion with an Application to Newsprint,1,,,,No,,,Dick
Dick1975,Item,http://127.0.0.1/Dick1975,"Dick, Trevor",1975,No,"Canadian Wheat Production and Trade, 1896-1930",University of Toronto,,"{""Author"" : ""Dick, Trevor"", ""Year"" : ""1975"",""label"" : ""Dick1975"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Dick1975"", ""cleanTitle"" : ""Canadian Wheat Production and Trade, 1896-1930"", ""Institution"" : ""University of Toronto""},","Canadian Wheat Production and Trade, 1896-1930",1,,,,No,,,Dick
Dick1978,Item,http://127.0.0.1/Bertram1973,"Dick, Trevor",1978,No,"Canada, World Markets and Arbitrage: 1896-1913",University of Lethbridge,,"{""Author"" : ""Dick, Trevor"", ""Year"" : ""1978"",""label"" : ""Dick1978"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bertram1973"", ""cleanTitle"" : ""Canada, World Markets and Arbitrage: 1896-1913"", ""Institution"" : ""University of Lethbridge""},","Canada, World Markets and Arbitrage: 1896-1913",1,,,,No,,,Dick
Dick1979,Item,http://127.0.0.1/Dick1979,"Dick, Trevor",1979,No,Balance of Payments Adjustment and the Canadian Export Boom 1896-1913,University of Lethbridge,,"{""Author"" : ""Dick, Trevor"", ""Year"" : ""1979"",""label"" : ""Dick1979"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Dick1979"", ""cleanTitle"" : ""Balance of Payments Adjustment and the Canadian Export Boom 1896-1913"", ""Institution"" : ""University of Lethbridge""},",Balance of Payments Adjustment and the Canadian Export Boom 1896-1913,1,,,,No,,,Dick
Dick1981,Item,http://127.0.0.1/Dick1981,"Dick, Trevor",1981,No,The Canadian Balance of Payments 1900-13: Mechanisms of Adjustment,University of Lethbridge,,"{""Author"" : ""Dick, Trevor"", ""Year"" : ""1981"",""label"" : ""Dick1981"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Dick1981"", ""cleanTitle"" : ""The Canadian Balance of Payments 1900-13: Mechanisms of Adjustment"", ""Institution"" : ""University of Lethbridge""},",The Canadian Balance of Payments 1900-13: Mechanisms of Adjustment,1,,,,No,,,Dick
Dick1987,Item,http://127.0.0.1/Dick1987,"Dick, Trevor",1987,No,"Inequality and Economic Growth in Canada, 1870-1914",University of Lethbridge,,"{""Author"" : ""Dick, Trevor"", ""Year"" : ""1987"",""label"" : ""Dick1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Dick1987"", ""cleanTitle"" : ""Inequality and Economic Growth in Canada, 1870-1914"", ""Institution"" : ""University of Lethbridge""},","Inequality and Economic Growth in Canada, 1870-1914",1,,,,No,,,Dick
